"","Protein","Gene","Description","Fold_Change","p_Value"
"1179","DMD_MOUSE|P11531","Dmd","Dystrophin",1.32,0.0145
"1180","DMWD_MOUSE|Q08274","Dmwd","Dystrophia myotonica WD repeat-containing protein",1.45,0.00342
"1181","DMXL1_MOUSE|Q6PNC0","Dmxl1","DmX-like protein 1",1.91,0.000338
"1182","DMXL2_MOUSE|Q8BPN8","Dmxl2","DmX-like protein 2",1.75,0.000305
"1183","DNJA1_MOUSE|P63037","Dnaja1","DnaJ homolog subfamily A member 1",1.44,0.0049
"1184","DNJA2_MOUSE|Q9QYJ0","Dnaja2","DnaJ homolog subfamily A member 2",1.62,0.00315
"1185","DNJA3_MOUSE|Q99M87","Dnaja3","DnaJ homolog subfamily A member 3, mitochondrial",1.1,0.704
"1186","DNJA4_MOUSE|Q9JMC3","Dnaja4","DnaJ homolog subfamily A member 4",1.55,0.0154
"1187","DNJB1_MOUSE|Q9QYJ3","Dnajb1","DnaJ homolog subfamily B member 1",2.98,0.00047
"1188","DNJB2_MOUSE|Q9QYI5","Dnajb2","DnaJ homolog subfamily B member 2",1.72,0.00106
"1189","DNJB6_MOUSE|O54946","Dnajb6","DnaJ homolog subfamily B member 6",1.01,0.704
"1190","DNJC3_MOUSE|Q91YW3","Dnajc3","DnaJ homolog subfamily C member 3",1.27,0.309
"1191","DNJC5_MOUSE|P60904","Dnajc5","DnaJ homolog subfamily C member 5",1.21,0.347
"1192","DNJC7_MOUSE|Q9QYI3","Dnajc7","DnaJ homolog subfamily C member 7",1.5,0.00127
"1193","DNJC8_MOUSE|Q6NZB0","Dnajc8","DnaJ homolog subfamily C member 8",1.47,0.000737
"1194","DNM1L_MOUSE|Q8K1M6","Dnm1l","Dynamin-1-like protein",2.29,0.000384
"1195","DNM1L_MOUSE|Q8K1M6-3","Dnm1l","Dynamin-1-like protein (isoform 3)",1.84,0.00148
"1196","DNPEP_MOUSE|Q9Z2W0","Dnpep","Aspartyl aminopeptidase",1.37,0.0172
"1197","DOC10_MOUSE|Q8BZN6","Dock10","Dedicator of cytokinesis protein 10",1.56,0.000941
"1198","DOC2A_MOUSE|Q7TNF0","Doc2a","Double C2-like domain-containing protein alpha",1.77,0.00342
"1199","DOC2B_MOUSE|P70169","Doc2b","Double C2-like domain-containing protein beta",1.89,0.000799
"1200","DOCK1_MOUSE|Q8BUR4","Dock1","Dedicator of cytokinesis protein 1",1.33,0.0204
"1201","DOCK3_MOUSE|Q8CIQ7","Dock3","Dedicator of cytokinesis protein 3",1.59,0.00127
"1202","DOCK4_MOUSE|P59764","Dock4","Dedicator of cytokinesis protein 4",1.71,0.0012
"1203","DOCK6_MOUSE|Q8VDR9","Dock6","Dedicator of cytokinesis protein 6",1.93,0.000321
"1204","DOCK7_MOUSE|Q8R1A4","Dock7","Dedicator of cytokinesis protein 7",1.78,0.00106
"1205","DOCK9_MOUSE|Q8BIK4","Dock9","Dedicator of cytokinesis protein 9",1.46,0.0027
"1206","DOCK9_MOUSE|Q8BIK4-2","Dock9","Dedicator of cytokinesis protein 9 (isoform 2)",1.33,0.00853
"1207","DP13A_MOUSE|Q8K3H0","Appl1","DCC-interacting protein 13-alpha",1.43,0.011
"1208","DP13B_MOUSE|Q8K3G9","Appl2","DCC-interacting protein 13-beta",1.31,0.0463
"1209","DPF1_MOUSE|Q9QX66","Dpf1","Zinc finger protein neuro-d4",1.56,0.000164
"1210","DPM3_MOUSE|Q9D1Q4","Dpm3","Dolichol-phosphate mannosyltransferase subunit 3",1.42,0.205
"1211","DPOD3_MOUSE|Q9EQ28","Pold3","DNA polymerase delta subunit 3",3.2,0.00148
"1212","DPP10_MOUSE|Q6NXK7","Dpp10","Inactive dipeptidyl peptidase 10",1.37,0.00638
"1213","DPP3_MOUSE|Q99KK7","Dpp3","Dipeptidyl peptidase 3",1.85,0.0016
"1214","DPP6_MOUSE|Q9Z218","Dpp6","Dipeptidyl aminopeptidase-like protein 6",1.45,0.00347
"1215","DPP9_MOUSE|Q8BVG4","Dpp9","Dipeptidyl peptidase 9",1.56,0.000434
"1216","DPYL1_MOUSE|P97427","Crmp1","Dihydropyrimidinase-related protein 1",1.53,0.00785
"1217","DPYL2_MOUSE|O08553","Dpysl2","Dihydropyrimidinase-related protein 2",1.59,0.00316
"1218","DPYL3_MOUSE|Q62188","Dpysl3","Dihydropyrimidinase-related protein 3",1.6,0.0048
"1219","DPYL4_MOUSE|O35098","Dpysl4","Dihydropyrimidinase-related protein 4",1.83,0.000891
"1220","DPYL5_MOUSE|Q9EQF6","Dpysl5","Dihydropyrimidinase-related protein 5",1.32,0.123
"1221","DREB_MOUSE|Q9QXS6","Dbn1","Drebrin",2.55,0.00054
"1222","DRG1_MOUSE|P32233","Drg1","Developmentally-regulated GTP-binding protein 1",1.24,0.0344
"1223","DRG2_MOUSE|Q9QXB9","Drg2","Developmentally-regulated GTP-binding protein 2",1.81,0.000311
"1224","DSCR3_MOUSE|O35075","Dscr3","Down syndrome critical region protein 3 homolog",1.4,0.0754
"1225","DSG1A_MOUSE|Q61495","Dsg1a","Desmoglein-1-alpha",-1.16,0.954
"1226","DSRAD_MOUSE|Q99MU3","Adar","Double-stranded RNA-specific adenosine deaminase",1.66,0.000389
"1227","DTD1_MOUSE|Q9DD18","Dtd1","D-tyrosyl-tRNA(Tyr) deacylase 1",1.73,0.000767
"1228","DTNA_MOUSE|Q9D2N4","Dtna","Dystrobrevin alpha",2.02,0.000735
"1229","DUS3_MOUSE|Q9D7X3","Dusp3","Dual specificity protein phosphatase 3",1.71,0.00539
"1230","DUS3L_MOUSE|Q91XI1","Dus3l","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like",1.76,0.000864
"1231","DVL1_MOUSE|P51141","Dvl1","Segment polarity protein dishevelled homolog DVL-1",4.35,0.000523
"1232","DVL2_MOUSE|Q60838","Dvl2","Segment polarity protein dishevelled homolog DVL-2",3.3,0.000478
"1233","DVL3_MOUSE|Q61062","Dvl3","Segment polarity protein dishevelled homolog DVL-3",3.16,0.000441
"1234","DX39A_MOUSE|Q8VDW0","Ddx39a","ATP-dependent RNA helicase DDX39A",1.28,0.0327
"1235","DX39B_MOUSE|Q9Z1N5","Ddx39b","Spliceosome RNA helicase Ddx39b",1.31,0.0282
"1236","DYHC1_MOUSE|Q9JHU4","Dync1h1","Cytoplasmic dynein 1 heavy chain 1",1.26,0.0507
"1237","DYHC2_MOUSE|Q45VK7","Dync2h1","Cytoplasmic dynein 2 heavy chain 1",1.77,0.00855
"1238","DYL1_MOUSE|P63168","Dynll1","Dynein light chain 1, cytoplasmic",1.24,0.213
"1239","DYL2_MOUSE|Q9D0M5","Dynll2","Dynein light chain 2, cytoplasmic",1.12,0.401
"1240","DYN1_MOUSE|P39053","Dnm1","Dynamin-1",1.75,0.00122
"1241","DYN1_MOUSE|P39053-3","Dnm1","Dynamin-1 (isoform 3)",1.76,0.0019
"1242","DYN2_MOUSE|P39054","Dnm2","Dynamin-2",1.39,0.0169
"1243","DYN3_MOUSE|Q8BZ98","Dnm3","Dynamin-3",1.61,0.00374
"1244","DYST_MOUSE|Q91ZU6","Dst","Dystonin",1.54,0.00317
"1245","DYST_MOUSE|Q91ZU6-6","Dst","Dystonin (isoform 6)",1.47,0.00184
"1246","DZAN1_MOUSE|Q8C008","Dzank1","Double zinc ribbon and ankyrin repeat-containing protein 1",1.95,0.00161
"1247","DZIP3_MOUSE|Q7TPV2","Dzip3","E3 ubiquitin-protein ligase DZIP3",2.69,0.000339
"1248","E0CXB3_MOUSE|E0CXB3","2010300C02Rik","Protein 2010300C02Rik",2.36,0.00147
"1249","E0CZE3_MOUSE|E0CZE3","Wnk2","Serine/threonine-protein kinase WNK2",2.26,0.000777
"1250","E41L1_MOUSE|Q9Z2H5","Epb41l1","Band 4.1-like protein 1",3.09,0.00046
"1251","E41L1_MOUSE|Q9Z2H5-2","Epb41l1","Band 4.1-like protein 1 (isoform 2)",1.4,0.0117
"1252","E41L2_MOUSE|O70318","Epb41l2","Band 4.1-like protein 2",1.39,0.0479
"1253","E41L3_MOUSE|Q9WV92","Epb41l3","Band 4.1-like protein 3",2.89,0.000381
"1254","E41L3_MOUSE|Q9WV92-7","Epb41l3","Band 4.1-like protein 3 (isoform 7)",2.78,0.000495
"1255","E41L5_MOUSE|Q8BGS1","Epb41l5","Band 4.1-like protein 5",2.2,0.000817
"1256","E41LB_MOUSE|Q9JMC8","Epb41l4b","Band 4.1-like protein 4B",3.14,0.000253
"1257","E9PUA3_MOUSE|E9PUA3","Iqsec1","IQ motif and SEC7 domain-containing protein 1",2.43,0.001
"1258","E9PUD2_MOUSE|E9PUD2","Dnm1l","Dynamin-1-like protein",2.42,0.000366
"1259","E9PV14_MOUSE|E9PV14","Epb4.1l1","Band 4.1-like protein 1",3.53,3e-04
"1260","E9PV86_MOUSE|E9PV86","Mctp1","Protein Mctp1",1.46,0.013
"1261","E9PW37_MOUSE|E9PW37","Rasal2","Protein Rasal2",2.14,0.00229
"1262","E9PW83_MOUSE|E9PW83","Fam184a","Protein Fam184a",2.77,0.000671
"1263","E9PWG2_MOUSE|E9PWG2","Trappc8","Protein Trappc8",2.09,0.000548
"1264","E9PX52_MOUSE|E9PX52","Asap2","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",2.35,0.000483
"1265","E9PXF0_MOUSE|E9PXF0","Pcdh17","Protein Pcdh17",2.6,0.000684
"1266","E9PY16_MOUSE|E9PY16","Adap1","Protein Adap1",1.38,0.0233
"1267","E9PYB0_MOUSE|E9PYB0","Ahnak2","Protein Ahnak2",2.7,0.000847
"1268","E9PYT0_MOUSE|E9PYT0","Arhgap5","Rho GTPase-activating protein 5",1.53,0.0057
"1269","E9PZP8_MOUSE|E9PZP8","Herc1","Protein Herc1",1.71,0.0112
"1270","E9Q0V6_MOUSE|E9Q0V6","Nhsl2","NHS-like protein 2",2.99,0.000579
"1271","E9Q1G8_MOUSE|E9Q1G8","7-Sep","Septin-7",1.4,0.003
"1272","E9Q1K3_MOUSE|E9Q1K3","Add1","Alpha-adducin",2.46,0.000434
"1273","E9Q1M1_MOUSE|E9Q1M1","Pdzd2","Protein Pdzd2",2.29,0.00302
"1274","E9Q1M6_MOUSE|E9Q1M6","Ankhd1","Protein Ankhd1",2.45,0.00241
"1275","E9Q2E4_MOUSE|E9Q2E4","Gm15800","Protein Gm15800",1.51,0.0165
"1276","E9Q2S0_MOUSE|E9Q2S0","Pcdh7","Protein Pcdh7",1.93,0.00249
"1277","E9Q3G8_MOUSE|E9Q3G8","Nup153","Protein Nup153",2.78,0.000965
"1278","E9Q3I9_MOUSE|E9Q3I9","Itsn1","Intersectin-1",2.28,0.000727
"1279","E9Q447_MOUSE|E9Q447","Sptan1","Spectrin alpha chain, non-erythrocytic 1",4.07,0.000143
"1280","E9Q5F4_MOUSE|E9Q5F4","Actb","Actin, cytoplasmic 1",1.34,0.0498
"1281","E9Q5M4_MOUSE|E9Q5M4","Zfr2","Protein Zfr2",2.32,0.000377
"1282","E9Q616_MOUSE|E9Q616","Ahnak","Protein Ahnak",1.52,0.0511
"1283","E9Q6R4_MOUSE|E9Q6R4","Arid1b","Protein Arid1b",2.84,0.00211
"1284","E9Q6R7_MOUSE|E9Q6R7","Utrn","Protein Utrn",1.1,0.511
"1285","E9Q6Y8_MOUSE|E9Q6Y8","Usp31","Ubiquitin carboxyl-terminal hydrolase",1.92,0.00246
"1286","E9Q800_MOUSE|E9Q800","Immt","MICOS complex subunit Mic60",1.4,0.0885
"1287","E9Q8N8_MOUSE|E9Q8N8","Slc4a4","Electrogenic sodium bicarbonate cotransporter 1",1.47,0.0331
"1288","E9Q8V6_MOUSE|E9Q8V6","Dennd4a","Protein Dennd4a",2.15,0.000653
"1289","E9QK48_MOUSE|E9QK48","Eml2","Echinoderm microtubule-associated protein-like 2",1.69,0.00088
"1290","E9QKH0_MOUSE|E9QKH0","Clasp1","CLIP-associating protein 1",2.05,0.00107
"1291","E9QLH9_MOUSE|E9QLH9","D8Ertd82e","Tyrosine-protein kinase SgK223",1.67,0.00592
"1292","E9QMU3_MOUSE|E9QMU3","Map7","Ensconsin",2.58,0.00107
"1293","E9QN14_MOUSE|E9QN14","Srgap3","SLIT-ROBO Rho GTPase-activating protein 3",2.45,0.001
"1294","E9QNP1_MOUSE|E9QNP1","Macf1","Microtubule-actin cross-linking factor 1",1.56,0.0368
"1295","E9QQ10_MOUSE|E9QQ10","Akap9","A-kinase anchor protein 9",2.96,0.000455
"1296","EAA1_MOUSE|P56564","Slc1a3","Excitatory amino acid transporter 1",1.33,0.0472
"1297","EAA2_MOUSE|P43006","Slc1a2","Excitatory amino acid transporter 2",1.6,0.00516
"1298","EAA2_MOUSE|P43006-3","Slc1a2","Excitatory amino acid transporter 2 (isoform 3)",1.74,0.0861
"1299","EAA3_MOUSE|P51906","Slc1a1","Excitatory amino acid transporter 3",1.7,0.00805
"1300","EAA4_MOUSE|O35544","Slc1a6","Excitatory amino acid transporter 4",1.77,0.00296
"1301","ECHA_MOUSE|Q8BMS1","Hadha","Trifunctional enzyme subunit alpha, mitochondrial",1.32,0.101
"1302","ECHB_MOUSE|Q99JY0","Hadhb","Trifunctional enzyme subunit beta, mitochondrial",1.29,0.242
"1303","ECHD1_MOUSE|Q9D9V3","Echdc1","Ethylmalonyl-CoA decarboxylase",1.46,0.0474
"1304","ECHM_MOUSE|Q8BH95","Echs1","Enoyl-CoA hydratase, mitochondrial",1.28,0.0426
"1305","ECI1_MOUSE|P42125","Eci1","Enoyl-CoA delta isomerase 1, mitochondrial",1.24,0.126
"1306","ECI2_MOUSE|Q9WUR2","Eci2","Enoyl-CoA delta isomerase 2, mitochondrial",1.43,0.0721
"1307","ECM29_MOUSE|Q6PDI5","Ecm29","Proteasome-associated protein ECM29 homolog",1.61,0.00136
"1308","ECSIT_MOUSE|Q9QZH6","Ecsit","Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",1.33,0.0348
"1309","EDC3_MOUSE|Q8K2D3","Edc3","Enhancer of mRNA-decapping protein 3",2.34,0.000488
"1310","EDC4_MOUSE|Q3UJB9","Edc4","Enhancer of mRNA-decapping protein 4",2.55,0.000705
"1311","EDF1_MOUSE|Q9JMG1","Edf1","Endothelial differentiation-related factor 1",1.31,0.00664
"1312","EEA1_MOUSE|Q8BL66","Eea1","Early endosome antigen 1",2.13,0.000375
"1313","EF1A1_MOUSE|P10126","Eef1a1","Elongation factor 1-alpha 1",1.18,0.0228
"1314","EF1A2_MOUSE|P62631","Eef1a2","Elongation factor 1-alpha 2",1.55,0.00125
"1315","EF1B_MOUSE|O70251","Eef1b","Elongation factor 1-beta",2.21,0.00038
"1316","EF1D_MOUSE|P57776","Eef1d","Elongation factor 1-delta",2.23,0.000286
"1317","EF1D_MOUSE|P57776-3","Eef1d","Elongation factor 1-delta (isoform 3)",2.44,0.000485
"1318","EF1G_MOUSE|Q9D8N0","Eef1g","Elongation factor 1-gamma",1.18,0.188
"1319","EF2_MOUSE|P58252","Eef2","Elongation factor 2",1.27,0.0289
"1320","EFGM_MOUSE|Q8K0D5","Gfm1","Elongation factor G, mitochondrial",1.39,0.0376
"1321","EFHD1_MOUSE|Q9D4J1","Efhd1","EF-hand domain-containing protein D1",1.95,0.00175
"1322","EFHD2_MOUSE|Q9D8Y0","Efhd2","EF-hand domain-containing protein D2",2.35,0.000941
"1323","EFL1_MOUSE|Q8C0D5",NA,NA,2.08,0.000541
"1324","EFNB2_MOUSE|P52800","Efnb2","Ephrin-B2",1.68,0.00107
"1325","EFR3A_MOUSE|Q8BG67","Efr3a","Protein EFR3 homolog A",1.63,0.00137
"1326","EFR3B_MOUSE|Q6ZQ18","Efr3b","Protein EFR3 homolog B",1.72,0.000672
"1327","EFTS_MOUSE|Q9CZR8","Tsfm","Elongation factor Ts, mitochondrial",1.26,0.031
"1328","EFTU_MOUSE|Q8BFR5","Tufm","Elongation factor Tu, mitochondrial",1.35,0.138
"1329","EHBP1_MOUSE|Q69ZW3","Ehbp1","EH domain-binding protein 1",2.56,0.00042
"1330","EHD1_MOUSE|Q9WVK4","Ehd1","EH domain-containing protein 1",1.8,0.00048
"1331","EHD2_MOUSE|Q8BH64","Ehd2","EH domain-containing protein 2",1.11,0.462
"1332","EHD3_MOUSE|Q9QXY6","Ehd3","EH domain-containing protein 3",2.19,0.000707
"1333","EHD4_MOUSE|Q9EQP2","Ehd4","EH domain-containing protein 4",1.98,0.000694
"1334","EI2BB_MOUSE|Q99LD9","Eif2b2","Translation initiation factor eIF-2B subunit beta",1.64,0.0403
"1335","EI2BD_MOUSE|Q61749","Eif2b4","Translation initiation factor eIF-2B subunit delta",1.4,0.0306
"1336","EI2BE_MOUSE|Q8CHW4","Eif2b5","Translation initiation factor eIF-2B subunit epsilon",1.4,0.0231
"1337","EI3JA_MOUSE|Q3UGC7","Eif3j1","Eukaryotic translation initiation factor 3 subunit J-A",1.7,0.00112
"1338","EIF1B_MOUSE|Q9CXU9","Eif1b","Eukaryotic translation initiation factor 1b",-1.18,0.252
"1339","EIF2A_MOUSE|Q8BJW6","Eif2a","Eukaryotic translation initiation factor 2A",1.5,0.00351
"1340","EIF2D_MOUSE|Q61211","Eif2d","Eukaryotic translation initiation factor 2D",2.26,0.000718
"1341","EIF3A_MOUSE|P23116","Eif3a","Eukaryotic translation initiation factor 3 subunit A",1.66,0.00147
"1342","EIF3B_MOUSE|Q8JZQ9","Eif3b","Eukaryotic translation initiation factor 3 subunit B",1.31,0.0269
"1343","EIF3C_MOUSE|Q8R1B4","Eif3c","Eukaryotic translation initiation factor 3 subunit C",1.81,0.0012
"1344","EIF3D_MOUSE|O70194","Eif3d","Eukaryotic translation initiation factor 3 subunit D",1.52,0.00281
"1345","EIF3E_MOUSE|P60229","Eif3e","Eukaryotic translation initiation factor 3 subunit E",1.3,0.0164
"1346","EIF3F_MOUSE|Q9DCH4","Eif3f","Eukaryotic translation initiation factor 3 subunit F",1.1,0.309
"1347","EIF3G_MOUSE|Q9Z1D1","Eif3g","Eukaryotic translation initiation factor 3 subunit G",1.95,0.000529
"1348","EIF3H_MOUSE|Q91WK2","Eif3h","Eukaryotic translation initiation factor 3 subunit H",1.21,0.0673
"1349","EIF3I_MOUSE|Q9QZD9","Eif3i","Eukaryotic translation initiation factor 3 subunit I",1.17,0.034
"1350","EIF3K_MOUSE|Q9DBZ5","Eif3k","Eukaryotic translation initiation factor 3 subunit K",1.21,0.232
"1351","EIF3L_MOUSE|Q8QZY1","Eif3l","Eukaryotic translation initiation factor 3 subunit L",1.33,0.0201
"1352","EIF3M_MOUSE|Q99JX4","Eif3m","Eukaryotic translation initiation factor 3 subunit M",1.2,0.0132
"1353","ELAV1_MOUSE|P70372","Elavl1","ELAV-like protein 1",1.42,0.0241
"1354","ELAV2_MOUSE|Q60899","Elavl2","ELAV-like protein 2",2.05,0.00107
"1355","ELAV3_MOUSE|Q60900","Elavl3","ELAV-like protein 3",1.21,0.204
"1356","ELAV4_MOUSE|Q61701","Elavl4","ELAV-like protein 4",2.34,0.000939
"1357","ELFN1_MOUSE|Q8C8T7","Elfn1","Protein ELFN1",2.83,0.00063
"1358","ELMD1_MOUSE|Q3V1U8","Elmod1","ELMO domain-containing protein 1",1.51,0.0198
"1359","ELMO1_MOUSE|Q8BPU7","Elmo1","Engulfment and cell motility protein 1",1.33,0.0527
"1360","ELMO2_MOUSE|Q8BHL5","Elmo2","Engulfment and cell motility protein 2",1.5,0.0131
"1361","ELN_MOUSE|P54320","Eln","Elastin",-1.55,0.781
"1362","ELOB_MOUSE|P62869","Tceb2","Transcription elongation factor B polypeptide 2",2.37,0.000937
"1363","ELOC_MOUSE|P83940","Tceb1","Transcription elongation factor B polypeptide 1",1.26,0.0672
"1364","ELP1_MOUSE|Q7TT37","Ikbkap","Elongator complex protein 1",1.5,0.00154
"1365","ELP2_MOUSE|Q91WG4","Elp2","Elongator complex protein 2",1.84,0.000414
"1366","ELP3_MOUSE|Q9CZX0","Elp3","Elongator complex protein 3",1.61,0.000829
"1367","ELP4_MOUSE|Q9ER73","Elp4","Elongator complex protein 4",1.76,0.00154
"1368","ELP5_MOUSE|Q99L85","Elp5","Elongator complex protein 5",1.47,0.00976
"1369","ELYS_MOUSE|Q8CJF7","Ahctf1","Protein ELYS",1.01,0.333
"1370","EM55_MOUSE|P70290","Mpp1","55 kDa erythrocyte membrane protein",2.65,0.000526
"1371","EMAL1_MOUSE|Q05BC3","Eml1","Echinoderm microtubule-associated protein-like 1",1.48,0.00119
"1372","EMAL2_MOUSE|Q7TNG5","Eml2","Echinoderm microtubule-associated protein-like 2",1.52,0.00163
"1373","EMAL4_MOUSE|Q3UMY5","Eml4","Echinoderm microtubule-associated protein-like 4",1.43,0.00297
"1374","EMB_MOUSE|P21995","Emb","Embigin",1.62,0.00108
"1375","EMC1_MOUSE|Q8C7X2","Emc1","ER membrane protein complex subunit 1",1.52,0.0601
"1376","EMC2_MOUSE|Q9CRD2","Emc2","ER membrane protein complex subunit 2",1.23,0.142
"1377","EMC4_MOUSE|Q9CZX9","Emc4","ER membrane protein complex subunit 4",1.34,0.15
"1378","EMC8_MOUSE|O70378","Emc8","ER membrane protein complex subunit 8",1.41,0.0447
"1379","EMD_MOUSE|O08579","Emd","Emerin",2.52,0.000725
"1380","EMSY_MOUSE|Q8BMB0","Emsy","Protein EMSY",2.69,0.00487
"1381","ENAH_MOUSE|Q03173","Enah","Protein enabled homolog",3.25,0.000306
"1382","ENDD1_MOUSE|Q8C522","Endod1","Endonuclease domain-containing 1 protein",1.04,0.587
"1383","ENOA_MOUSE|P17182","Eno1","Alpha-enolase",-1.02,0.955
"1384","ENOG_MOUSE|P17183","Eno2","Gamma-enolase",1.33,0.338
"1385","ENOPH_MOUSE|Q8BGB7","Enoph1","Enolase-phosphatase E1",1.28,0.156
"1386","ENPL_MOUSE|P08113","Hsp90b1","Endoplasmin",1.14,0.18
"1387","ENPP6_MOUSE|Q8BGN3","Enpp6","Ectonucleotide pyrophosphatase/phosphodiesterase family member 6",1.38,0.219
"1388","ENSA_MOUSE|P60840","Ensa","Alpha-endosulfine",2.36,0.00121
"1389","EP15R_MOUSE|Q60902","Eps15l1","Epidermal growth factor receptor substrate 15-like 1",3.12,0.00045
"1390","EP400_MOUSE|Q8CHI8","Ep400","E1A-binding protein p400",1.9,0.00192
"1391","EPG5_MOUSE|Q80TA9","Epg5","Ectopic P granules protein 5 homolog",1.44,0.00431
"1392","EPHA2_MOUSE|Q03145","Epha2","Ephrin type-A receptor 2",1.47,0.00272
"1393","EPHA3_MOUSE|P29319","Epha3","Ephrin type-A receptor 3",1.36,0.00569
"1394","EPHA4_MOUSE|Q03137","Epha4","Ephrin type-A receptor 4",1.36,0.0167
"1395","EPHA5_MOUSE|Q60629","Epha5","Ephrin type-A receptor 5",1.32,0.0172
"1396","EPHB1_MOUSE|Q8CBF3","Ephb1","Ephrin type-B receptor 1",1.39,0.0021
"1397","EPHB2_MOUSE|P54763","Ephb2","Ephrin type-B receptor 2",1.23,0.0466
"1398","EPHB3_MOUSE|P54754","Ephb3","Ephrin type-B receptor 3",1.44,0.00158
"1399","EPMIP_MOUSE|Q8VEH5","Epm2aip1","EPM2A-interacting protein 1",1.66,0.00154
"1400","EPN1_MOUSE|Q80VP1","Epn1","Epsin-1",2.26,0.000824
"1401","EPN2_MOUSE|Q8CHU3","Epn2","Epsin-2",2.26,0.00105
"1402","EPN2_MOUSE|Q8CHU3-2","Epn2","Epsin-2 (isoform 2)",2.57,0.000722
"1403","EPN4_MOUSE|Q99KN9","Clint1","Clathrin interactor 1",2.78,0.000635
"1404","EPS15_MOUSE|P42567","Eps15","Epidermal growth factor receptor substrate 15",2.01,0.000899
"1405","EPS8_MOUSE|Q08509","Eps8","Epidermal growth factor receptor kinase substrate 8",2.09,0.000694
"1406","ERBB4_MOUSE|Q61527","Erbb4","Receptor tyrosine-protein kinase erbB-4",1.94,0.00166
"1407","ERBIN_MOUSE|Q80TH2",NA,NA,2.71,0.000783
"1408","ERC2_MOUSE|Q6PH08","Erc2","ERC protein 2",2.7,0.00073
"1409","ERCC5_MOUSE|P35689","Ercc5","DNA repair protein complementing XP-G cells homolog",2.53,0.000792
"1410","ERF1_MOUSE|Q8BWY3","Etf1","Eukaryotic peptide chain release factor subunit 1",1.06,0.459
"1411","ERF3A_MOUSE|Q8R050","Gspt1","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A",1.54,0.00162
"1412","ERF3B_MOUSE|Q149F3","Gspt2","Eukaryotic peptide chain release factor GTP-binding subunit ERF3B",1.76,0.00209
"1413","ERGI1_MOUSE|Q9DC16","Ergic1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",1.38,0.0229
"1414","ERH_MOUSE|P84089","Erh","Enhancer of rudimentary homolog",1.44,0.000397
"1415","ERLEC_MOUSE|Q8VEH8","Erlec1","Endoplasmic reticulum lectin 1",1.09,0.636
"1416","ERLN1_MOUSE|Q91X78","Erlin1","Erlin-1",1.21,0.204
"1417","ERLN2_MOUSE|Q8BFZ9","Erlin2","Erlin-2",1.01,0.68
"1418","ERMIN_MOUSE|Q5EBJ4","Ermn","Ermin",1.49,0.000415
"1419","ERMP1_MOUSE|Q3UVK0","Ermp1","Endoplasmic reticulum metallopeptidase 1",1.3,0.0157
"1420","ERP44_MOUSE|Q9D1Q6","Erp44","Endoplasmic reticulum resident protein 44",1.22,0.103
"1421","ES1_MOUSE|Q9D172","D10Jhu81e","ES1 protein homolog, mitochondrial",1.31,0.0767
"1422","ES8L2_MOUSE|Q99K30","Eps8l2","Epidermal growth factor receptor kinase substrate 8-like protein 2",2.77,0.000131
"1423","EST1A_MOUSE|P61406","Smg6","Telomerase-binding protein EST1A",1.87,0.00214
"1424","ESTD_MOUSE|Q9R0P3","Esd","S-formylglutathione hydrolase",1.45,0.0135
"1425","ESYT1_MOUSE|Q3U7R1","Esyt1","Extended synaptotagmin-1",1.62,0.000655
"1426","ESYT2_MOUSE|Q3TZZ7","Esyt2","Extended synaptotagmin-2",1.8,0.000876
"1427","ETBR2_MOUSE|Q99JG2","Gpr37l1","Prosaposin receptor GPR37L1",1.41,0.0112
"1428","ETFA_MOUSE|Q99LC5","Etfa","Electron transfer flavoprotein subunit alpha, mitochondrial",1.21,0.141
"1429","ETFB_MOUSE|Q9DCW4","Etfb","Electron transfer flavoprotein subunit beta",1.33,0.204
"1430","ETFD_MOUSE|Q921G7","Etfdh","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",1.36,0.0475
"1431","ETHE1_MOUSE|Q9DCM0","Ethe1","Persulfide dioxygenase ETHE1, mitochondrial",1.35,0.00492
"1432","EVL_MOUSE|P70429","Evl","Ena/VASP-like protein",1.8,0.00126
"1433","EVPL_MOUSE|Q9D952","Evpl","Envoplakin",2.74,0.000548
"1434","EWS_MOUSE|Q61545","Ewsr1","RNA-binding protein EWS",1.54,0.00464
"1435","EXC6B_MOUSE|A6H5Z3","Exoc6b","Exocyst complex component 6B",1.57,0.00212
"1436","EXOC1_MOUSE|Q8R3S6","Exoc1","Exocyst complex component 1",1.61,0.000843
"1437","EXOC2_MOUSE|Q9D4H1","Exoc2","Exocyst complex component 2",1.52,0.00665
"1438","EXOC3_MOUSE|Q6KAR6","Exoc3","Exocyst complex component 3",1.83,0.000801
"1439","EXOC4_MOUSE|O35382","Exoc4","Exocyst complex component 4",1.57,0.00123
"1440","EXOC5_MOUSE|Q3TPX4","Exoc5","Exocyst complex component 5",1.48,0.0105
"1441","EXOC6_MOUSE|Q8R313","Exoc6","Exocyst complex component 6",1.49,0.00313
"1442","EXOC7_MOUSE|O35250","Exoc7","Exocyst complex component 7",1.38,0.035
